Gene Symbol	DMSO_A	DMSO_B	DMSO_C	AZA_2h_A	AZA_2h_B	AZA_2h_C	AZA_48h_C	AZA_48h_B	AZA_48h_C			
Gm14321	11	6	10	10	4	8	19	16	26			
9230111E07Rik	14	3	4	5	13	9	16	14	17			
1200007C13Rik	0	2	0	0	1	4	0	2	2			
Gm14319	0	0	0	0	0	0	0	0	0			
Gm38299	8	6	0	5	6	2	0	2	18			
Mettl15	377	284	250	225	207	199	204	223	249			
Traf2	1798	1779	1609	2221	1987	2133	1389	1421	1687			
Gm13433	0	0	0	0	0	0	0	0	0			
Gm13432	0	1	0	1	1	1	0	1	1			
Ptpn1	3992	4229	3670	5036	4737	4563	3544	3589	4066			
Kif18a	2382	2463	2237	2311	2129	2160	1737	1736	2077			
Gm13924	0	0	0	0	0	0	0	0	0			
Edf1	4729	4980	4422	5304	5166	4996	3732	4248	4369			
Gm13925	0	0	0	0	0	0	0	0	0			
Gm45346	5	0	0	7	16	0	2	2	3			
Gm20638	0	0	0	0	0	0	0	0	0			
Ripor3	18	18	15	27	10	15	15	13	20			
Gm14236	0	0	0	0	0	0	0	0	0			
Pard6b	464	533	433	568	601	490	533	555	575			
Gm52960	0	0	1	0	0	0	0	0	0			
Gm14235	0	0	0	0	0	0	0	0	0			
E130018N17Rik	0	0	2	0	0	0	3	4	0			
Gm20716	0	0	0	0	0	0	0	0	0			
Bdnf	20	20	2	15	23	8	2	12	30			
Gm13932	0	0	0	0	0	0	2	1	0			
Adnp	689	666	652	781	733	730	558	707	715			
Lin7c	7580	8043	7070	8298	7927	7801	6256	6604	7971			
Platr8	0	0	0	0	0	0	0	0	0			
Gm22902	0	0	0	0	0	0	0	0	0			
Gm14283	0	0	0	0	0	0	0	0	0			
Gm14304	0	0	0	0	0	0	0	0	0			
Mamdc4	280	244	275	328	268	245	265	277	325			
Ralgps1	2510	2620	2210	2359	2388	2316	1523	1791	2160			
Phpt1	149	151	139	161	166	161	90	103	129			
Dpm1	367	298	232	307	340	272	255	225	340			
Mocs3	1066	1228	1055	1651	1573	1444	844	959	1066			
Gm14237	0	0	0	0	0	0	0	0	0			
Gm13528	0	0	0	2	0	4	4	1	2			
Gm23546	0	0	0	0	0	0	0	0	0			
Ajm1	667	611	567	530	457	489	271	334	415			
Lgr4	1107	1146	1015	1172	990	1037	764	787	1066			
Kcng1	241	227	210	235	276	286	261	317	323			
Gm14262	0	0	0	0	0	0	0	0	0			
Gm22704	0	0	0	0	0	0	0	0	0			
Gm14234	0	0	1	2	0	1	0	1	1			
Angptl2	1339	1381	1243	1297	1552	1326	943	1091	1254			
Gm13537	0	0	0	0	0	0	0	0	0			
Zbtb34	670	692	637	678	658	602	576	509	615			
Gm13536	0	0	0	0	0	0	0	0	0			
Ccdc34	2568	2730	2465	1675	2113	2184	1933	2138	2269			
Ccdc34os	0	0	0	0	0	0	0	0	0			
Gm13936	0	0	0	0	0	0	0	0	0			
Zbtb43	1382	1365	1194	1664	1584	1549	1107	1222	1433			
Gm13937	0	0	0	0	2	0	0	0	0			
Gm22997	0	0	0	0	0	0	0	0	0			
Gm13530	0	0	0	0	0	0	0	0	0			
Rabl6	8206	7899	7640	8036	8131	7676	6569	7118	8298			
Bbox1	0	6	2	6	0	2	6	2	0			
Fibin	0	0	0	0	0	0	6	4	4			
Gm13935	2	2	1	3	1	0	0	1	1			
Gm10794	0	0	0	0	0	0	0	0	0			
Ctnnd1	705	713	557	603	523	615	605	644	754			
Fcnaos	3	2	5	3	7	11	14	12	0			
Lmx1b	8	12	4	16	8	14	18	4	30			
Gm38011	0	0	0	0	0	0	0	0	0			
C130021I20Rik	2	0	0	0	6	0	6	4	16			
Gm13529	2	0	0	0	0	0	0	0	2			
9430024E24Rik	0	0	0	0	3	0	0	0	0			
Ccdc183	1	0	4	7	2	6	2	1	2			
Gm28635	0	0	0	0	0	0	0	0	0			
Btbd18	0	2	0	0	0	0	93	99	150			
Mvb12b	5897	6061	5294	5794	6023	6028	3954	4317	4720			
Nron	0	0	0	0	0	0	0	0	0			
Tmem141	2	16	4	6	18	6	12	16	23			
Gm13403	0	0	0	0	0	0	0	0	0			
Gm13404	6	8	0	0	3	4	12	8	15			
Slc5a12	0	2	0	0	0	0	0	0	0			
C230014O12Rik	77	65	51	63	52	62	29	40	42			
Gm38389	3	3	3	6	6	6	3	8	5			
Nfatc2	34	60	36	55	71	34	80	77	97			
Selenoh	7134	7389	6753	8316	7594	7053	5305	5908	6146			
Fcna	0	0	0	0	0	0	0	0	0			
Lcn15	0	0	0	0	0	0	0	0	0			
Lcn8	0	0	0	0	0	0	1	0	0			
Ano3	908	940	777	524	475	479	411	463	562			
Tmx2	4132	4109	3722	4420	4368	4230	3317	3611	4147			
Lcn5	0	0	0	0	0	0	0	0	0			
Med19	2179	2367	2009	2344	2158	2185	1620	1686	1922			
Muc15	0	0	2	0	2	0	0	1	0			
Pbx3	2222	2283	1810	2073	2307	2078	1354	1369	1750			
Gm13942	0	0	0	0	0	0	0	0	0			
Gm13941	0	0	0	0	0	0	0	0	0			
C79798	0	0	0	0	0	0	0	0	0			
Gm15130	0	0	0	0	0	0	0	0	0			
Lcn6	0	2	0	0	0	2	0	0	0			
Lcn10	0	0	0	0	0	0	0	0	0			
A26c3	0	0	0	0	0	0	0	0	0			
Smox	3182	3171	3031	3310	3139	3171	2797	3180	3212			
Zdhhc5	3465	3348	3118	3146	2987	2996	2677	2950	3355			
Gm13961	0	0	1	0	1	1	0	0	0			
Obp2a	0	0	0	0	0	0	0	0	0			
Olfr1275	0	0	0	0	0	0	0	0	0			
5S_rRNA	0	0	2	2	0	1	2	0	0			
A230005M16Rik	0	0	0	13	6	2	4	4	4			
U6	0	0	0	0	0	0	0	0	0			
Gm13962	0	0	0	0	0	0	0	0	0			
Bmyc	378	342	341	428	418	432	382	402	465			
Olfr1276	0	0	0	0	0	0	0	0	0			
Adra1d	0	0	0	0	0	0	0	0	0			
Olfr1277	0	0	0	0	0	0	0	0	0			
Gm14285	0	0	0	0	0	0	0	0	0			
Gm14280	0	4	0	0	0	0	0	0	0			
Obp2b	0	0	0	0	2	0	0	0	0			
Clp1	999	955	890	1210	1086	1081	860	923	1007			
5330413P13Rik	14	9	21	24	26	16	12	25	28			
Olfr1278	0	0	0	0	0	0	0	0	0			
Gm14282	0	0	0	0	0	0	0	0	0			
Gm14281	0	0	0	0	0	0	0	0	0			
Olfr1279	0	0	0	0	0	0	0	0	0			
Erv3	0	0	0	0	0	0	0	0	2			
Lamr1-ps1	0	0	0	0	1	0	0	0	0			
Ypel4	62	82	105	51	67	36	66	56	90			
Lcn3	0	0	0	0	0	0	0	0	0			
Mir130a	2	0	0	0	0	0	0	0	0			
Olfr1280	0	0	0	0	0	0	0	0	0			
Prnp	1807	1928	1623	1783	1662	1614	1203	1273	1507			
Gm19426	299	310	350	182	221	271	210	162	230			
Prn	0	0	0	0	0	0	0	0	0			
Olfr1281	0	0	0	0	0	0	0	0	0			
Lcn11	0	0	0	0	0	0	0	0	0			
Olfr1282	0	0	0	0	0	0	0	0	0			
Gm13539	0	0	0	0	0	0	0	0	0			
Gm13538	0	0	0	0	0	0	0	2	0			
Olfr1283	0	0	0	0	0	0	0	0	0			
Olfr1284	0	0	0	0	0	0	0	0	0			
Olfr1285	0	0	0	0	0	0	0	0	0			
Prnd	0	0	0	0	0	0	0	0	0			
Glt6d1	0	0	0	0	1	0	0	0	0			
Olfr1286	0	0	0	0	0	0	0	0	0			
Olfr1287	0	0	0	0	0	0	0	0	0			
Lcn9	0	0	0	0	0	0	0	0	0			
Olfr1288	0	0	0	0	0	0	0	0	0			
Serping1	78	65	74	96	88	83	92	96	139			
Olfr1289	0	0	0	0	0	0	0	0	0			
Sohlh1	0	0	0	2	0	0	0	0	3			
Olfr1290	0	0	0	0	0	0	0	0	0			
Ube2l6	100	179	156	143	119	76	92	126	130			
Olfr1291-ps1	0	0	0	0	0	0	0	0	0			
Olfr1292-ps1	0	0	0	0	0	0	0	0	0			
Mapkap1	3938	3847	3557	3505	3460	3550	2426	2651	2975			
Olfr1293-ps	0	0	0	0	0	0	0	0	0			
Gm44713	0	0	0	0	0	0	0	0	0			
Smtnl1	6	7	6	3	0	6	14	16	28			
Olfr1294	0	0	0	0	0	0	0	0	0			
Gm13407	0	0	0	0	0	0	0	0	0			
Gm13406	0	0	0	0	0	0	0	0	0			
Gm13408	6	6	2	8	2	7	1	6	5			
Gm13414	0	2	0	2	7	6	4	2	2			
Olfr1295	0	0	0	0	0	1	0	0	0			
Olfr1296-ps1	0	0	0	0	0	0	0	0	0			
Timm10	879	914	819	1134	878	857	614	658	681			
Olfr1297	0	0	0	0	0	0	0	0	0			
Olfr1298	0	0	0	0	0	0	0	0	0			
Olfr1299	0	0	0	0	0	0	0	0	0			
Rassf2	2825	2962	2600	2745	2737	2613	1950	2323	2372			
Gm44840	0	0	0	0	0	0	0	0	0			
Olfr1300-ps1	0	0	0	0	0	0	0	0	0			
Gm13922	0	0	0	0	0	0	0	0	0			
Gm13930	0	0	0	0	1	1	0	0	0			
Olfr1301	0	0	0	0	0	0	0	0	0			
Olfr1302	0	0	0	0	0	0	0	0	0			
Olfr1303	0	0	0	0	0	0	0	0	0			
Olfr1304-ps1	0	0	0	0	0	0	0	0	0			
Gm26421	0	0	0	0	0	0	0	0	0			
Olfr268-ps1	0	0	0	0	0	0	0	0	0			
Olfr1305	0	0	0	0	0	0	0	0	0			
Olfr1306	0	0	0	0	0	0	0	0	0			
Gm13928	0	0	0	0	0	0	0	0	0			
Olfr1307	0	0	0	0	0	0	0	0	0			
Olfr1308	0	0	0	0	0	0	0	0	0			
Slc23a2	2080	1990	1852	2186	2232	2065	1791	1792	2127			
Gm14052	0	1	2	0	0	0	1	1	1			
Gm14051	0	0	0	0	0	0	0	0	0			
Olfr1309	0	0	0	0	0	0	0	0	0			
Gm13929	0	0	0	0	0	0	0	0	0			
Olfr1310	0	0	0	0	0	0	0	0	0			
Olfr1311	0	0	0	0	0	0	0	0	0			
Olfr1312	0	0	0	0	0	0	0	0	0			
Tmem230	992	958	914	934	905	815	656	883	953			
Olfr1313	0	0	0	0	0	0	0	0	0			
Olfr1314	0	0	0	0	0	0	0	0	0			
Olfr1315-ps1	0	0	0	0	0	0	0	0	0			
Olfr1316	0	0	0	0	0	0	0	0	0			
Olfr1317	0	0	0	0	0	0	0	0	0			
Pcna	21022	21045	19033	24065	22549	22197	14067	15563	16161			
AV099323	75	88	69	86	125	80	45	29	62			
Olfr1318	0	0	0	0	0	0	0	0	0			
Olfr1319-ps1	0	0	0	0	0	0	0	0	0			
Lpcat4	1278	1136	1013	945	1045	891	928	1180	1131			
Nutm1	0	0	6	2	2	0	121	120	194			
Nop10	3492	3710	3257	3788	3318	3130	2516	2787	3015			
Slc43a1	754	851	773	835	798	755	613	752	767			
Cds2	4474	4441	4058	4234	4150	3912	3338	3786	4310			
Atp9a	356	463	391	534	502	457	382	531	474			
Rtn4rl2	989	1115	971	1013	979	944	1184	1229	1202			
Prokr2	0	0	0	0	0	0	0	0	0			
4921508D12Rik	0	0	0	0	0	0	0	0	0			
Gm14095	0	0	0	0	0	0	0	0	0			
Mir7004	0	0	0	0	0	0	0	1	0			
1700026D11Rik	0	0	0	0	0	0	0	0	0			
Slc43a3	3	0	0	0	0	0	0	10	6			
Prg2	1	0	0	0	0	0	0	0	0			
Sall4	0	0	0	2	0	0	0	2	0			
Prg3	0	0	0	0	0	0	0	0	0			
Gm14261	0	0	0	0	0	0	0	0	0			
Gm25214	0	0	0	0	0	0	0	0	0			
Zfp64	1529	1579	1445	1622	1849	1689	1513	1701	1834			
1700017J07Rik	0	0	0	0	0	0	0	0	0			
Gm14260	0	0	0	0	0	0	0	0	0			
Gm9873	0	0	0	0	0	0	0	0	2			
Gm14258	0	0	0	0	0	0	0	0	0			
9430093N23Rik	0	0	0	0	0	0	0	0	0			
Gm14250	0	0	0	0	0	0	0	0	0			
4930529I22Rik	0	0	0	0	0	0	2	2	0			
Gm14249	60	63	59	68	29	70	30	29	61			
Gm11011	0	0	0	0	0	0	0	0	0			
P2rx3	301	353	227	480	474	400	594	698	730			
Gm34294	103	89	94	104	119	116	42	35	99			
Tshz2	16682	16532	14845	12400	12499	12505	6785	7168	8119			
AY702102	0	0	0	0	0	0	0	0	0			
Gapvd1	7646	7232	6643	7189	7078	7012	6103	6422	7568			
Slc12a6	1017	967	794	763	679	785	714	782	909			
Zfp217	1259	1190	1185	1260	1177	1130	1221	1378	1565			
Gm14270	26	35	21	29	25	41	15	13	28			
Gm21985	0	1	0	0	0	0	0	0	0			
Emc4	2151	2081	1858	2456	2397	2115	1724	1999	2073			
Katnbl1	1101	1296	1090	1343	1245	1156	986	968	1197			
Gm13940	0	0	0	0	0	0	0	0	0			
Emc7	1877	1897	1761	2173	1912	1749	1475	1624	1844			
Hspa5	24107	24638	21954	21523	19019	19215	31224	32823	38911			
5S_rRNA	0	0	0	0	0	0	0	0	0			
Chrm5	4	0	2	3	0	0	2	0	0			
Bcas1	4840	4567	4200	4159	3895	3631	3661	4026	4762			
Bcas1os2	1	1	3	5	0	0	1	0	4			
Bcas1os1	35	13	11	17	33	39	37	20	17			
Gm14269	18	9	12	11	10	7	2	9	10			
Aven	916	828	772	990	984	956	601	591	705			
Gm22676	0	0	0	0	0	0	0	0	0			
Cyp24a1	0	0	2	0	0	0	0	2	2			
Rabepk	1119	1147	989	1264	1229	1216	828	906	1055			
Ssrp1	25050	25000	22577	24850	24644	24731	17983	19346	22785			
Pfdn4	2077	2002	2034	2558	2282	2152	1886	2050	2346			
Gm16796	4	5	1	8	4	4	4	0	4			
Gm14637	0	0	0	0	0	0	0	0	0			
4930470P17Rik	0	0	0	0	0	0	0	0	0			
Gm14264	0	0	0	0	0	0	0	0	4			
Dok5	669	605	539	504	408	422	406	495	568			
Gm14263	0	0	0	1	0	0	0	0	0			
Gm14266	0	0	0	0	0	0	0	0	0			
Gm14640	0	0	0	0	0	0	0	0	0			
1700007M16Rik	0	0	0	0	0	0	0	0	0			
Gm26489	0	0	0	0	0	0	0	0	0			
1700028P15Rik	0	0	0	0	0	0	0	2	0			
Gm14272	0	0	0	0	0	0	0	0	0			
Gm14641	0	0	0	0	0	0	0	0	0			
Cbln4	204	240	186	307	317	317	270	256	317			
Gm14271	0	0	0	0	0	0	0	0	0			
Gm14274	3	0	0	1	0	0	0	0	0			
Mc3r	0	0	0	0	0	0	2	2	2			
Gm14275	0	0	0	0	0	0	0	0	0			
Gm14273	0	0	0	0	0	0	0	0	0			
Fam210b	1295	1241	1102	2017	2087	1707	1430	1542	1753			
Tnks1bp1	3988	4018	3615	3785	4037	3868	3159	3352	3732			
4930443O20Rik	0	0	0	0	0	0	0	0	0			
Aplnr	4	0	2	0	0	2	0	2	3			
Gm13712	0	0	0	0	0	0	0	0	1			
Lrrc55os	2	0	2	0	0	1	1	4	4			
Lrrc55	65	36	46	40	24	30	54	67	87			
Gm13716	0	0	0	0	0	0	4	0	0			
Gm13715	0	2	0	0	0	0	0	4	4			
Gm13714	0	0	0	0	0	0	0	0	0			
Fbxw2	2847	3054	2617	3502	3029	2890	2019	2288	2522			
Olfr987	0	0	0	0	0	0	0	0	0			
Olfr988	0	0	0	0	0	0	0	0	0			
Gm13419	0	0	0	0	0	2	0	0	0			
Olfr989-ps1	0	0	0	0	0	0	0	0	0			
Gm34653	1	4	0	2	0	2	0	2	0			
Olfr990-ps1	0	0	0	0	0	0	0	0	0			
Aurka	5039	5430	4933	5818	5600	5415	4623	5211	5792			
Olfr991-ps1	0	0	0	0	0	0	0	0	0			
Gpcpd1	1287	1186	989	1351	1283	1271	835	913	1170			
Olfr992	0	0	0	0	0	0	0	0	0			
Olfr993	0	0	0	0	0	0	0	0	0			
Gm23716	0	0	0	0	0	0	0	0	0			
Cstf1	3605	3466	3239	4654	4333	4368	3043	3510	3866			
Olfr994	0	0	0	0	0	0	0	0	0			
Olfr995	0	0	0	0	0	0	0	0	0			
AU019990	0	0	0	0	0	0	0	0	0			
Psmd5	3416	3301	2845	3960	3433	3139	2689	2822	3324			
Rpl23a-ps4	0	0	0	0	0	0	0	0	0			
Gm14099	0	0	0	0	0	0	0	0	0			
Gm14098	0	1	2	1	2	0	0	1	1			
Fads2b	0	0	0	0	0	0	0	0	0			
Olfr996	0	0	0	0	0	0	0	0	0			
Shld1	237	224	216	271	217	213	157	188	201			
Olfr997-ps1	0	0	0	0	0	0	0	0	0			
Gm14097	0	0	0	0	0	0	0	0	0			
Gm22245	0	0	0	0	0	0	0	0	0			
Olfr998	0	0	0	0	0	0	0	0	0			
Olfr999-ps1	0	0	0	0	0	0	0	0	0			
Olfr1000	1	0	0	0	0	0	0	0	0			
Olfr1001-ps1	0	0	0	0	0	0	0	0	0			
Chgb	293	318	287	307	276	277	237	297	335			
Olfr1002	0	0	0	0	0	0	0	0	0			
Olfr1003-ps1	0	0	0	0	0	0	0	0	0			
Cutal	7	13	0	4	6	6	8	4	2			
Olfr1004-ps1	0	0	0	0	0	0	0	0	0			
Olfr154	0	0	0	0	0	0	0	0	0			
Olfr1005-ps1	0	0	0	0	0	0	0	0	0			
Olfr1006	0	0	0	0	0	0	0	0	0			
Olfr1007-ps1	0	0	0	0	0	0	0	0	0			
Olfr1008	0	0	0	0	0	0	0	0	0			
Olfr1009	0	0	0	0	0	0	5	4	0			
Cass4	190	212	156	188	145	172	186	250	276			
Olfr1010	0	0	0	0	0	0	0	4	6			
Gm14455	18	6	14	2	13	15	4	11	11			
Olfr1012	0	0	0	0	0	0	0	0	0			
Olfr1013	0	0	0	0	0	0	0	0	0			
Phf19	224	220	287	310	343	294	199	241	254			
Olfr1014	0	0	0	0	0	0	0	0	0			
Gm13448	2	0	0	0	0	0	0	0	0			
Gm49332	0	0	0	0	0	0	0	0	0			
Gm24905	0	0	0	0	0	0	0	0	0			
Trmt6	3418	3251	2799	3681	3548	3458	2553	2827	3162			
Olfr1015	0	0	0	0	0	0	0	0	0			
Olfr1016	0	0	0	0	0	0	0	0	0			
Olfr1017-ps1	0	0	0	0	0	0	0	0	0			
Rtf2	2951	3096	2869	3818	3638	3464	2302	2663	2888			
Gm13720	0	0	0	0	0	0	0	0	0			
Olfr1018	0	0	0	0	0	0	0	0	0			
Olfr1019	0	0	0	0	0	0	0	0	0			
Gcnt7	0	0	0	0	0	0	0	0	0			
Olfr1020	0	0	0	0	0	0	0	0	0			
Fam209	3	2	5	0	9	3	6	10	6			
Olfr1021-ps1	0	0	0	0	0	0	0	0	0			
Gm14303	570	466	316	367	386	344	377	290	455			
Olfr1022	0	0	0	0	0	0	0	0	0			
Gm24037	0	0	0	0	0	0	0	0	0			
Olfr1023	0	0	0	0	0	0	0	0	0			
Gm40020	0	0	0	0	0	0	0	0	0			
Olfr1024	0	0	0	0	0	0	0	0	0			
Olfr1025-ps1	0	0	0	0	0	0	0	0	0			
Traf1	0	0	0	0	0	0	0	0	0			
Olfr1026	0	0	0	0	0	0	0	0	0			
Olfr1027-ps1	0	0	0	0	0	0	0	0	0			
Gm13450	0	4	0	0	0	0	0	0	0			
Olfr1028	0	0	0	0	0	0	0	0	0			
Olfr1029	0	0	0	0	0	0	0	0	0			
Olfr1030	0	0	0	0	0	0	0	0	0			
Mcm8	1789	1953	1690	1814	1625	1641	1454	1516	1618			
Olfr1031	0	0	0	0	0	0	0	0	0			
Olfr1032	0	0	0	0	0	0	0	0	0			
Gm14104	1	0	0	0	2	0	0	0	0			
Olfr1033	0	0	0	0	0	0	0	0	0			
Tfap2c	2	2	2	7	2	4	2	2	4			
Olfr1034	0	0	0	0	0	0	0	0	0			
Olfr1035-ps1	0	0	0	0	0	0	0	0	0			
Olfr1036	0	0	0	0	0	0	0	0	0			
Hc	2	0	0	0	0	0	0	2	4			
Olfr1037	0	0	0	0	0	0	0	0	0			
Gm13722	0	0	0	0	0	0	0	0	0			
Bmp7	2	6	0	4	2	2	6	4	0			
Gm13449	0	0	0	0	0	0	0	0	0			
Olfr1038-ps	0	0	0	0	0	0	0	0	0			
Olfr1039	0	0	0	0	0	0	0	0	0			
Olfr1040	0	0	0	0	0	0	0	0	0			
Olfr1041-ps1	0	0	0	0	0	0	0	0	0			
Olfr1042	0	0	0	0	0	0	0	0	0			
Olfr1043	0	0	0	0	0	0	0	0	0			
Crls1	1952	2033	1769	2285	2028	1917	1502	1554	1802			
Olfr1044	0	0	0	0	0	0	0	0	0			
Olfr52	0	0	0	0	0	0	0	0	0			
Olfr1045	0	0	0	0	0	0	0	0	0			
Lrrn4	30	58	50	16	18	20	42	94	76			
Olfr1046	0	0	0	0	0	0	0	0	0			
Olfr1047	0	0	0	0	0	0	0	0	0			
Olfr1048	0	0	0	0	0	0	0	0	0			
Olfr1049	0	0	0	0	0	0	0	0	0			
Olfr1050-ps1	0	0	0	0	0	0	0	0	0			
Kcnt1	82	48	64	49	57	33	77	89	138			
Olfr1051	0	0	0	0	0	0	0	0	1			
AI182371	14	16	10	34	23	32	13	12	8			
Olfr1052	0	0	0	0	0	4	0	0	0			
Fermt1	0	0	0	2	0	2	0	2	0			
Olfr1053	0	0	0	0	0	0	0	0	0			
Gm13719	0	0	2	0	0	0	0	0	0			
Gm14102	0	0	0	0	0	0	0	0	0			
Gm14101	0	0	0	0	1	0	0	0	0			
Olfr1054	0	0	0	0	0	0	5	10	17			
Gm25704	0	0	0	0	0	0	0	0	0			
Gm14103	0	0	0	0	0	0	0	0	0			
Gm48554	0	0	0	0	0	0	0	0	2			
Gm14094	0	0	1	1	1	0	0	0	0			
Gm27449	0	0	0	0	0	0	0	0	0			
Olfr1055	0	0	0	0	0	0	0	0	0			
A430048G15Rik	0	0	0	0	0	0	0	0	0			
Gm14100	0	0	0	0	0	0	0	0	0			
Olfr1056	0	0	0	0	0	0	0	0	0			
Olfr1057	0	0	0	0	0	0	0	0	0			
Bmp2	0	0	0	0	2	0	4	2	2			
Mir3090	0	0	0	0	0	0	0	0	0			
Gm25258	0	0	0	0	0	0	0	0	0			
Olfr1058	0	0	0	0	0	0	0	0	0			
Olfr1059-ps1	0	0	0	0	0	0	0	0	0			
Gm20734	0	0	0	0	0	0	0	0	0			
Olfr1060-ps1	0	0	0	0	0	0	0	0	0			
Olfr1061	0	0	0	0	0	0	0	0	0			
Hao1	0	0	0	0	0	0	0	0	0			
Olfr1062	0	0	0	0	0	0	0	0	0			
Olfr1063-ps1	0	0	0	0	0	0	0	0	0			
Olfr1064-ps1	0	0	0	0	0	0	0	0	0			
Olfr1065	0	0	0	0	0	0	0	0	0			
Olfr1066	0	0	0	0	0	0	0	0	0			
Olfr1069-ps1	0	0	0	0	0	0	0	0	0			
Gm48628	0	0	0	0	0	0	0	0	0			
Olfr1070-ps1	0	0	0	0	0	0	0	0	0			
Tmx4	2544	2705	2271	3088	3180	2966	1786	2100	2375			
Olfr228	0	0	0	0	0	0	0	0	0			
Gm14037	0	0	0	0	0	2	0	0	0			
Olfr1073-ps1	0	0	0	0	0	0	0	0	0			
Gm14038	4	4	2	3	2	2	0	0	2			
Olfr1073-ps1	0	0	0	0	0	0	0	0	0			
Olfr1075-ps1	0	0	0	0	0	0	0	0	0			
Gm5023	0	0	0	0	0	0	0	0	0			
Olfr1076	0	0	0	0	0	0	0	0	0			
Olfr1077-ps1	0	0	0	0	0	0	0	0	0			
Olfr1078-ps1	0	0	0	0	0	0	0	0	0			
Spo11	0	0	0	0	0	0	2	4	2			
Olfr1079	0	0	0	0	0	0	0	0	0			
Olfr1080	0	0	0	0	0	0	0	0	0			
Olfr1081-ps1	0	0	0	0	0	0	0	0	0			
Olfr1082	2	0	0	0	0	0	6	1	0			
Olfr1083-ps	0	0	0	0	0	0	0	0	0			
Olfr1084	0	0	0	0	0	0	0	0	0			
Olfr1085	0	0	0	0	0	0	0	0	0			
Olfr1086	0	0	0	0	0	0	0	0	0			
Olfr1087	0	0	0	0	0	0	0	0	0			
Olfr1088-ps1	0	0	0	0	0	0	0	0	0			
Olfr1089	0	0	0	0	0	0	0	0	0			
Rae1	3972	3911	3782	4940	4469	4491	3203	3471	3905			
Rbm38	6267	6226	5881	8011	7688	7240	4807	5770	5861			
Gm20490	2	2	3	2	4	5	3	1	0			
Olfr1090	0	0	0	0	0	0	0	0	0			
Gm14453	10	8	10	11	4	4	5	3	2			
Olfr1091-ps1	0	0	0	0	0	0	0	0	0			
Olfr1092-ps1	0	0	0	0	0	0	0	0	0			
Olfr1093	0	0	0	0	0	0	0	0	0			
Olfr141	0	0	0	0	0	0	0	0	0			
Olfr1094	0	0	0	0	0	0	0	0	0			
Olfr1095	0	0	0	0	0	0	0	0	0			
Ctcfl	0	0	0	0	0	0	0	0	0			
Olfr1096	0	0	0	0	0	0	0	0	0			
Olfr1097	0	0	0	0	0	0	0	0	0			
Ctcflos	0	0	0	0	0	0	0	0	0			
Olfr1098	0	0	0	0	0	0	0	0	0			
Gm48002	0	0	0	0	0	0	0	0	0			
Olfr1099	0	0	0	0	0	0	0	0	0			
Olfr1100	0	0	0	0	0	0	0	0	0			
Olfr1101	0	0	0	0	0	0	0	0	0			
Olfr1102	0	0	0	0	0	0	0	0	0			
Pck1	0	0	0	0	0	0	0	0	0			
Olfr1103-ps1	0	0	0	0	2	0	0	0	0			
Olfr1104	0	0	0	0	0	0	0	0	0			
Olfr1105	0	0	0	0	0	0	0	0	0			
Olfr1106	0	0	0	0	0	0	0	0	0			
Olfr1107	0	0	0	0	0	0	0	0	0			
Olfr1108-ps1	0	0	0	0	0	0	0	0	0			
Olfr1109	0	0	0	0	0	0	0	0	0			
Zbp1	4	6	7	6	2	2	24	16	19			
Olfr259	0	0	0	0	0	0	0	0	0			
Camsap1	5073	5014	4595	6087	5916	5722	4095	4409	4993			
Gm13733	0	0	0	0	0	1	0	0	0			
Olfr1110	0	0	0	0	0	0	0	0	0			
Pmepa1	102	94	80	179	160	130	120	122	120			
Pmepa1os	0	0	0	0	0	1	0	0	0			
Gm14642	0	0	0	0	0	0	0	0	0			
Olfr1111	0	0	0	0	0	0	0	0	0			
Nlk-ps1	0	0	0	0	0	0	0	0	0			
Plcb1	1162	1156	1101	1548	1698	1479	732	737	800			
Olfr1112	0	0	0	0	0	0	0	0	0			
1700021F07Rik	0	0	0	0	0	0	0	0	0			
Gm13542	4	4	0	0	0	6	0	4	0			
Gm13730	0	0	0	0	0	0	0	0	0			
Olfr1113	0	0	0	0	0	0	0	0	0			
Olfr1114-ps1	0	0	0	0	0	0	0	0	0			
Gm13735	0	2	0	0	1	0	1	1	0			
Gm14036	10	5	4	5	1	4	5	6	4			
4930545L23Rik	0	4	0	4	4	2	0	0	0			
Olfr1115	0	0	0	0	0	0	0	0	0			
Ankrd60	0	0	0	0	0	0	0	0	2			
9630028H03Rik	0	2	0	2	2	0	0	0	2			
Gm13732	0	0	1	0	0	0	0	0	0			
Platr3	0	0	0	0	0	0	3	4	4			
Olfr1116	0	0	0	0	0	0	0	0	0			
Gm13728	1	2	0	0	1	0	0	2	0			
Olfr1117-ps1	0	0	0	0	0	0	0	0	0			
Gm13729	0	0	0	0	0	0	0	0	0			
Olfr1118	0	0	0	0	0	0	0	0	0			
Gm13737	0	0	0	0	0	0	0	0	0			
Gm13731	0	0	2	0	2	0	0	0	0			
Olfr1119-ps1	0	0	0	0	0	0	0	0	0			
Olfr1120	0	0	0	0	0	0	0	0	0			
Olfr1121	0	0	0	0	0	0	0	0	0			
Olfr1122	0	0	0	0	0	0	0	0	0			
Gm1826	3	1	0	3	2	2	0	2	6			
Olfr1123	0	0	0	0	0	0	0	0	0			
Olfr1124	0	0	0	0	0	0	0	0	0			
Ubac1	2411	2295	2156	2342	2206	2033	1634	1942	1969			
Olfr1126	0	0	0	0	0	0	0	0	0			
